ID,Name,Grad,Schule,Unterschule,Kategorie,Beschreibung,Alchemist,Antipaladin,Barde,Druide,Hexe,Hexenmeister,Inquisitor,Kampfmagus,Magier,Kleriker,Mystiker,Paktmagier,Paladin,Waldläufer,Blutwüter,Schamane,Jäger,Regelwerk,Seite
8298,"<a href=""http://prd.5footstep.de/Permalink?page_id=8298"" target=""_blank"">Schutzzauber des Ausweichens</a>","Hexenmeister/Magier 2,Barde 2,Jäger 2,Inquisitor 2,Waldläufer 2,Kampfmagus 2",Bannzauber,,,"Dieser Schutzzauber verleiht dir zusätzliche Beweglichkeit, wenn du Angriffen größerer Gegner ausweichst.",,,2,,,2,2,2,2,,,,,2,,,2,Ausbauregeln III: Völker,59
8299,"<a href=""http://prd.5footstep.de/Permalink?page_id=8299"" target=""_blank"">Segen des Glücks und der Entschlossenheit</a>","Inquisitor 2,Kleriker 2,Paladin 2",Verzauberung,Zwang,Geistesbeeinflussung,Das Ziel erhält einen Moralbonus von +2 gegen Furchteffekte.,,,,,,,2,,,2,,,2,,,,,Ausbauregeln III: Völker,59
8300,"<a href=""http://prd.5footstep.de/Permalink?page_id=8300"" target=""_blank"">Massen-Segen des Glücks und der Entschlossenheit</a>","Inquisitor 6,Kleriker 6,Paladin 4",Verzauberung,Zwang,Geistesbeeinflussung,Die Ziele erhalten einen Moralbonus von +2 gegen Furchteffekte.,,,,,,,6,,,6,,,4,,,,,Ausbauregeln III: Völker,59
10767,"<a href=""http://prd.5footstep.de/Permalink?page_id=10767"" target=""_blank"">Ahnengedächtnis</a>","Kleriker 5,Druide 4,Alchemist 5,Jäger 4",Erkenntnis,,,"Wenn du diesen Zauber wirkst, öffnest du deinen Geist gegenüber den großen Erfahrungen deiner Ahnen in der Hoffnung, etwas Bedeutsames über deine gegenwärtige Lage zu erfahren. Die Wahrscheinlichkeit, eine aufschlussreiche Ahnenerinnerung aufzuspüren",5,,,4,,,,,,5,,,,,,,4,Weltenband der Inneren See,294
10781,"<a href=""http://prd.5footstep.de/Permalink?page_id=10781"" target=""_blank"">Rüstung des Herren im Eisen</a>","Inquisitor 1,Kleriker 1,Kampfmagus 1",Verwandlung,,,"Aus der mit diesem Zauber anvisierten Rüstung oder dem anvisierten Schild sprießen tausende winzige Eisenstacheln, die an die Stacheln eines Stachelschweins erinnern. Der Träger der Rüstung wird dadurch nicht verletzt (es dauert allerdings doppelt so",,,,,,,1,1,,1,,,,,,,,Almanach der Götter und Magie,17
10781,"<a href=""http://prd.5footstep.de/Permalink?page_id=10781"" target=""_blank"">Rüstung des Herren im Eisen</a>","Inquisitor 1,Kleriker 1,Kampfmagus 1",Verwandlung,,,"Aus der mit diesem Zauber anvisierten Rüstung oder dem anvisierten Schild sprießen tausende winzige Eisenstacheln, die an die Stacheln eines Stachelschweins erinnern. Der Träger der Rüstung wird dadurch nicht verletzt (es dauert allerdings doppelt so",,,,,,,1,1,,1,,,,,,,,Almanach der Götter und Magie,294
10782,"<a href=""http://prd.5footstep.de/Permalink?page_id=10782"" target=""_blank"">Habgierige Aura</a>","Barde 5,Hexenmeister/Magier 5",Bannzauber,,,"Wann immer ein harmloser (gemäß des Eintrages unter Rettungswurf in der Zauberbeschreibung) Zauber des 3. oder niedrigeren Grades innerhalb des Wirkungsbereiches einer Habgierigen Aura gewirkt wird, kannst du dich entscheiden, sofort die Vorteile die",,,5,,,5,,,5,,,,,,,,,Weltenband der Inneren See,294
10783,"<a href=""http://prd.5footstep.de/Permalink?page_id=10783"" target=""_blank"">Infernalische Heilung</a>","Hexenmeister/Magier 1,Hexe 1,Paktmagier 1,Kleriker 1,Kampfmagus 1",Beschwörung,Heilung,Böses,"Du taufst ein verletztes Wesen mit einem Tropfen Teufelsblut oder unheiligem Wasser und gewährst ihm damit Schnelle Heilung. Diese Fähigkeit kann allerdings keinen Schaden heilen, der durch silberne Waffen, durch Waffen mit guter Gesinnung oder durch",,,,,1,1,,1,1,1,,1,,,,,,Almanach der Götter und Magie,7
10783,"<a href=""http://prd.5footstep.de/Permalink?page_id=10783"" target=""_blank"">Infernalische Heilung</a>","Hexenmeister/Magier 1,Hexe 1,Paktmagier 1,Kleriker 1,Kampfmagus 1",Beschwörung,Heilung,Böses,"Du taufst ein verletztes Wesen mit einem Tropfen Teufelsblut oder unheiligem Wasser und gewährst ihm damit Schnelle Heilung. Diese Fähigkeit kann allerdings keinen Schaden heilen, der durch silberne Waffen, durch Waffen mit guter Gesinnung oder durch",,,,,1,1,,1,1,1,,1,,,,,,Almanach der Götter und Magie,294
10784,"<a href=""http://prd.5footstep.de/Permalink?page_id=10784"" target=""_blank"">Interplanetares Teleportieren</a>","Hexe 9,Kleriker 9,Hexenmeister/Magier 9",Beschwörung,Teleportation,,"Dieser Zauber funktioniert wie Teleportieren mit den Ausnahmen, dass es keine Reichweitenbegrenzung gibt und man sein Ziel auch nicht gesehen haben muss. Allerdings muss eine genaue Vorstellung davon vorhanden sein, zu welcher Welt man zu reisen gede",,,,,9,9,,,9,9,,,,,,,,Weltenband der Inneren See,
10785,"<a href=""http://prd.5footstep.de/Permalink?page_id=10785"" target=""_blank"">Klagelied des Siegreichen Ritters</a>",Barde 6,Illusion,Schattenzauber,,"Durch Darbietung eines Teiles der chelischen Oper Sieg der Höllenritter beschwörst du geisterhafte Illusionen berittener Höllenritter herbei, welche deine Feinde unter den Hufen ihrer glorreichen Rösser zertrampeln. Diese schattenhaften Ritter ersche",,,6,,,,,,,,,,,,,,,Weltenband der Inneren See,295
10786,"<a href=""http://prd.5footstep.de/Permalink?page_id=10786"" target=""_blank"">Traumbild der Mutter der Monster</a>","Hexe 7,Inquisitor 6,Kleriker 7",Illusion,Phantom,"Böses,Geistesbeeinflussung","Dieser Zauber funktioniert genau wie der Zauber Albtraum. Neben den Effekten dieses Zaubers kannst du aber zudem einen zweiten Zauber fast wie angehängt übermitteln, dessen Effekte eintreten, wenn das Ziel nach dem Ende des Albtraum es aufwacht. Du m",,,,,7,,6,,,7,,,,,,,,Weltenband der Inneren See,295
10787,"<a href=""http://prd.5footstep.de/Permalink?page_id=10787"" target=""_blank"">Sonnenschild</a>","Paladin 4,Barde 4,Kampfmagus 4,Hexe 3,Jäger 4,Kleriker 3,Waldläufer 4",Hervorrufung,,"Feuer,Gutes,Licht","Jede Kreatur, die dich im Nahkampf angreift erleidet Feuerschaden.",,,4,,3,,,4,,3,,,4,4,,,4,Almanach der Götter und Magie,35
10787,"<a href=""http://prd.5footstep.de/Permalink?page_id=10787"" target=""_blank"">Sonnenschild</a>","Paladin 4,Barde 4,Kampfmagus 4,Hexe 3,Jäger 4,Kleriker 3,Waldläufer 4",Hervorrufung,,"Feuer,Gutes,Licht","Jede Kreatur, die dich im Nahkampf angreift erleidet Feuerschaden.",,,4,,3,,,4,,3,,,4,4,,,4,Almanach der Götter und Magie,295
10788,"<a href=""http://prd.5footstep.de/Permalink?page_id=10788"" target=""_blank"">Rache des Liebhabers</a>","Barde 3,Hexe 3,Kleriker 3,Hexenmeister/Magier 3",Verzauberung,Zwang,Geistesbeeinflussung,"Du versetzt dich selbst oder eine/n Liebhaber/in in eine rachsüchtige Wut gegen einen vorher bestimmten Feind; bei diesem muss es sich um eine Kreatur handeln, die dir in irgendeiner Weise Unrecht zugefügt hat. Wirkst du den Zauber auf dich selbst, e",,,3,,3,3,,,3,3,,,,,,,,Almanach der Götter und Magie,9
10788,"<a href=""http://prd.5footstep.de/Permalink?page_id=10788"" target=""_blank"">Rache des Liebhabers</a>","Barde 3,Hexe 3,Kleriker 3,Hexenmeister/Magier 3",Verzauberung,Zwang,Geistesbeeinflussung,"Du versetzt dich selbst oder eine/n Liebhaber/in in eine rachsüchtige Wut gegen einen vorher bestimmten Feind; bei diesem muss es sich um eine Kreatur handeln, die dir in irgendeiner Weise Unrecht zugefügt hat. Wirkst du den Zauber auf dich selbst, e",,,3,,3,3,,,3,3,,,,,,,,Almanach der Götter und Magie,295
10790,"<a href=""http://prd.5footstep.de/Permalink?page_id=10790"" target=""_blank"">Unzerbrechliches Herz</a>","Paladin 1,Barde 1,Jäger 1,Hexe 1,Kleriker 1,Waldläufer 1",Verzauberung,Zwang,Geistesbeeinflussung,"Die Zielkreatur erhält einen Moralbonus von +4 auf alle Rettungswürfe gegen geistesbeeinflussende Effekte, die auf negativen Gefühlen beruhen (wie z.B. Tiefe Verzweiflung, Wut sowie Furchteffekte) oder die sie zwingen würden, einem Verbündeten ein Le",,,1,,1,,,,,1,,,1,1,,,1,Almanach der Götter und Magie,37
10790,"<a href=""http://prd.5footstep.de/Permalink?page_id=10790"" target=""_blank"">Unzerbrechliches Herz</a>","Paladin 1,Barde 1,Jäger 1,Hexe 1,Kleriker 1,Waldläufer 1",Verzauberung,Zwang,Geistesbeeinflussung,"Die Zielkreatur erhält einen Moralbonus von +4 auf alle Rettungswürfe gegen geistesbeeinflussende Effekte, die auf negativen Gefühlen beruhen (wie z.B. Tiefe Verzweiflung, Wut sowie Furchteffekte) oder die sie zwingen würden, einem Verbündeten ein Le",,,1,,1,,,,,1,,,1,1,,,1,Almanach der Götter und Magie,55
10791,"<a href=""http://prd.5footstep.de/Permalink?page_id=10791"" target=""_blank"">Wasser der Mutter der Monster</a>","Jäger 3,Hexe 3,Kleriker 3,Druide 3,Alchemist 2",Beschwörung,Erschaffung,,"Dieser Zauber erschafft eine Flüssigkeit, die wie klares, reines Wasser aussieht. In Wirklichkeit handelt es sich dabei jedoch um eine widerliche Absonderung, die auch als das Wasser der Mutter der Monster bekannt ist. Diese Flüssigkeit wirkt wie unh",2,,,3,3,,,,,3,,,,,,,3,Almanach der Götter und Magie,297
10792,"<a href=""http://prd.5footstep.de/Permalink?page_id=10792"" target=""_blank"">Mächtige Infernalische Heilung</a>","Hexe 4,Kleriker 4,Kampfmagus 4,Hexenmeister/Magier 4",Beschwörung,Heilung,Böses,"Du taufst ein verletztes Wesen mit einem Tropfen Teufelsblut oder unheiligem Wasser und gewährst ihm damit Schnelle Heilung 4. Diese Fähigkeit kann allerdings keinen Schaden heilen, der durch silberne Waffen, durch Waffen mit guter Gesinnung oder dur",,,,,4,4,,4,4,4,,,,,,,,Almanach der Götter und Magie,7
10792,"<a href=""http://prd.5footstep.de/Permalink?page_id=10792"" target=""_blank"">Mächtige Infernalische Heilung</a>","Hexe 4,Kleriker 4,Kampfmagus 4,Hexenmeister/Magier 4",Beschwörung,Heilung,Böses,"Du taufst ein verletztes Wesen mit einem Tropfen Teufelsblut oder unheiligem Wasser und gewährst ihm damit Schnelle Heilung 4. Diese Fähigkeit kann allerdings keinen Schaden heilen, der durch silberne Waffen, durch Waffen mit guter Gesinnung oder dur",,,,,4,4,,4,4,4,,,,,,,,Almanach der Götter und Magie,294
10793,"<a href=""http://prd.5footstep.de/Permalink?page_id=10793"" target=""_blank"">Turmdeutung</a>","Barde 3,Hexe 3,Hexenmeister/Magier 3",Erkenntnis,,,"Du nutzt ein Turmkartenspiel, um dir selbst oder einem anderen die Karten zu legen. Solltest du Turmdeutung auf eine andere Kreatur wirken, musst du dich für die Dauer des Zeitaufwandes in einem zu ihr angrenzenden Feld aufhalten. Eine Turmdeutung mu",,,3,,3,3,,,3,,,,,,,,,Weltenband der Inneren See,296
11285,"<a href=""http://prd.5footstep.de/Permalink?page_id=11285"" target=""_blank"">Entlauben</a>","Druide 2,Waldläufer 1,Hexenmeister/Magier 2,Jäger 2",Nekromantie,,,"Du schleuderst einen winzigen Ball aus negativer Energie, der pflanzliches Leben entweder in einer Linie von 18 m oder einer Ausbreitung von 3 m zerstört. Dieser Effekt entfernt jegliche Deckung und Tarnung, welche Bäume und Unterholz bilden, beseiti",,,,2,,2,,,2,,,,,1,,,2,Sargava - Die verlorene Kolonie,28
11286,"<a href=""http://prd.5footstep.de/Permalink?page_id=11286"" target=""_blank"">Hitzschlag</a>","Druide 3,Hexenmeister/Magier 3,Jäger 3",Hervorrufung,,Feuer,"Ein flackernder, roter Strahl ragt aus deinem Finger heraus. Du musst einen erfolgreichen Berührungsangriff auf Entfernung ablegen, um dein Ziel mit dem Strahl zu treffen.",,,,3,,3,,,3,,,,,,,,3,Sargava - Die verlorene Kolonie,28
12231,"<a href=""http://prd.5footstep.de/Permalink?page_id=12231"" target=""_blank"">Affenfisch</a>","Schamane 1,Druide 1,Jäger 1,Alchemist 1,Kampfmagus 1,Hexenmeister/Magier 1",Verwandlung,,,Erhalte vorübergehend Bewegungsraten für Klettern und Schwimmen 3 m.,1,,,1,,1,,1,1,,,,,,,1,1,Ausbauregeln VI: Klassen,172
12232,"<a href=""http://prd.5footstep.de/Permalink?page_id=12232"" target=""_blank"">Aggressive Gewitterwolke</a>","Jäger 2,Hexe 2,Druide 2,Kampfmagus 2,Hexenmeister/Magier 2",Hervorrufung,,Elektrizität,Sturmwolke verursacht 3W6 Elektrizitätsschaden.,,,,2,2,2,,2,2,,,,,,,,2,Ausbauregeln VI: Klassen,172
12233,"<a href=""http://prd.5footstep.de/Permalink?page_id=12233"" target=""_blank"">Aggressive Donnerwolke, Mächtige</a>","Jäger 4,Hexe 4,Druide 4,Kampfmagus 4,Hexenmeister/Magier 4",Hervorrufung,,"Elektrizität,Schall",Sturmwolke verursacht 6W6 Elektrizitätsschaden.,,,,4,4,4,,4,4,,,,,,,,4,Ausbauregeln VI: Klassen,172
12235,"<a href=""http://prd.5footstep.de/Permalink?page_id=12235"" target=""_blank"">Ameisenpeitsche</a>","Hexenmeister/Magier 6,Barde 6,Jäger 6,Hexe 6,Paktmagier 6,Druide 6",Beschwörung,Herbeizauberung,,Erschaffe eine Peitsche aus Heeresameisen.,,,6,6,6,6,,,6,,,6,,,,,6,Ausbauregeln VI: Klassen,172
12236,"<a href=""http://prd.5footstep.de/Permalink?page_id=12236"" target=""_blank"">Spinnenpeitsche</a>","Hexenmeister/Magier 2,Barde 2,Jäger 2,Hexe 2,Paktmagier 2,Druide 2",Beschwörung,Herbeizauberung,,Erschaffe eine aus giftigen Spinnen bestehende Peitsche,,,2,2,2,2,,,2,,,2,,,,,2,Ausbauregeln VI: Klassen,191
12237,"<a href=""http://prd.5footstep.de/Permalink?page_id=12237"" target=""_blank"">Anhaltende Lebenskraft</a>","Schamane 4,Hexe 4,Inquisitor 4,Kleriker 4,Alchemist 4",Verwandlung,,,"Erhalte Schnelle Heilung 2, Immunität gegen Blutung und erhole dich schneller von Giften 
und Krankheiten.",4,,,,4,,4,,,4,,,,,,4,,Ausbauregeln VI: Klassen,172
12238,"<a href=""http://prd.5footstep.de/Permalink?page_id=12238"" target=""_blank"">Anschwellendes Läuten</a>",Barde 6,Verwandlung,,Schall,Berührter Gegenstand verursacht mit jeder Runde zunehmenden Schallschaden.,,,6,,,,,,,,,,,,,,,Ausbauregeln VI: Klassen,172
12239,"<a href=""http://prd.5footstep.de/Permalink?page_id=12239"" target=""_blank"">Auftrieb</a>","Barde 2,Hexe 2,Hexenmeister/Magier 2,Schamane 2",Verwandlung,,,Ziele treiben auf dem Wasser,,,2,,2,2,,,2,,,,,,,2,,Ausbauregeln VI: Klassen,173
12240,"<a href=""http://prd.5footstep.de/Permalink?page_id=12240"" target=""_blank"">Augen der Leere</a>","Alchemist 4,Antipaladin 4,Hexenmeister/Magier 4",Verwandlung,,,"Sieh 18 m weit im Dunkeln, magische Dunkelheit eingeschlossen",4,4,,,,4,,,4,,,,,,,,,Ausbauregeln VI: Klassen,173
12241,"<a href=""http://prd.5footstep.de/Permalink?page_id=12241"" target=""_blank"">Auren ausdehnen</a>","Paladin 2,Antipaladin 2",Verwandlung,,,"Erhöhe die Reichweite der Auren, die dir deine Klasse verleiht.",,2,,,,,,,,,,,2,,,,,Ausbauregeln VI: Klassen,173
12242,"<a href=""http://prd.5footstep.de/Permalink?page_id=12242"" target=""_blank"">Auren verleihen</a>","Paladin 3,Antipaladin 3",Bannzauber,,,Transferiere deine Paladin- oder Antipaladinauren auf eine andere Kreatur.,,3,,,,,,,,,,,3,,,,,Ausbauregeln VI: Klassen,173
12243,"<a href=""http://prd.5footstep.de/Permalink?page_id=12243"" target=""_blank"">Ausgelöste Einflüsterung</a>","Barde 3,Hexe 4,Hexenmeister/Magier 4",Verzauberung,Zwang,"Geistesbeeinflussung,Sprachabhängig","Wie Einflüsterung, aber nur ausgelöst und das Ziel erinnert sich nicht an die Einflüsterung.",,,3,,4,4,,,4,,,,,,,,,Ausbauregeln VI: Klassen,173
12244,"<a href=""http://prd.5footstep.de/Permalink?page_id=12244"" target=""_blank"">Betäubende Barriere</a>","Inquisitor 1,Kleriker 1,Paladin 1,Hexenmeister/Magier 1",Bannzauber,,,Magisches Feld verleiht einen Bonus von +1 auf RK und Rettungswürfe und betäubt eine dich angreifende Kreatur.,,,,,,1,1,,1,1,,,1,,,,,Ausbauregeln VI: Klassen,173
12245,"<a href=""http://prd.5footstep.de/Permalink?page_id=12245"" target=""_blank"">Betäubende Barriere, Mächtige</a>","Inquisitor 3,Kleriker 3,Paladin 3,Hexenmeister/Magier 3",Bannzauber,,,Magisches Feld verleiht Bonus von +2 auf RK und Rettungswürfe und betäubt mehrere dich angreifende Kreaturen.,,,,,,3,3,,3,3,,,3,,,,,Ausbauregeln VI: Klassen,173
12246,"<a href=""http://prd.5footstep.de/Permalink?page_id=12246"" target=""_blank"">Blutrüstung</a>","Blutwüter 2,Hexe 2,Paktmagier 2,Alchemist 2,Hexenmeister/Magier 2",Verwandlung,,,"Wenn du verwundet wirst, verhärtet sich dein 
Blut und erhöht deine RK.",2,,,,2,2,,,2,,,2,,,2,,,Ausbauregeln VI: Klassen,173
12247,"<a href=""http://prd.5footstep.de/Permalink?page_id=12247"" target=""_blank"">Blutwächter</a>","Alchemist 3,Hexenmeister/Magier 3",Verwandlung,,,&lt;sup&gt;M&lt;/sup&gt;Belebe die Skulptur eines Tieres als vorübergehenden Vertrauten.,3,,,,,3,,,3,,,,,,,,,Ausbauregeln VI: Klassen,174
12248,"<a href=""http://prd.5footstep.de/Permalink?page_id=12248"" target=""_blank"">Brandmal der Erkennbaren Gesinnung</a>",Kleriker 3,Erkenntnis,,Fluch,Andere Kreaturen können die Gesinnung des Zieles erkennen.,,,,,,,,,,3,,,,,,,,Ausbauregeln VI: Klassen,174
12249,"<a href=""http://prd.5footstep.de/Permalink?page_id=12249"" target=""_blank"">Donnerndes Aufstampfen</a>","Blutwüter 1,Druide 1,Jäger 1,Waldläufer 1,Kampfmagus 1,Hexenmeister/Magier 1",Hervorrufung,,Erde,Bringe eine Kreatur innerhalb der Reichweite zu Fall.,,,,1,,1,,1,1,,,,,1,1,,1,Ausbauregeln VI: Klassen,175
12250,"<a href=""http://prd.5footstep.de/Permalink?page_id=12250"" target=""_blank"">Donnerndes Aufstampfen, Mächtiges</a>","Blutwüter 3,Druide 3,Jäger 3,Waldläufer 3,Kampfmagus 3,Hexenmeister/Magier 3",Hervorrufung,,Erde,Bringe mehrere Kreaturen innerhalb der Reichweite zu Fall.,,,,3,,3,,3,3,,,,,3,3,,3,Ausbauregeln VI: Klassen,175
12251,"<a href=""http://prd.5footstep.de/Permalink?page_id=12251"" target=""_blank"">Dorniges Verstricken</a>","Jäger 3,Hexe 3,Druide 3,Waldläufer 3,Schamane 3",Verwandlung,,,Wie  Verstricken plus Fernkampfangriffe durch Pflanzen.,,,,3,3,,,,,,,,,3,,3,3,Ausbauregeln VI: Klassen,175
12252,"<a href=""http://prd.5footstep.de/Permalink?page_id=12252"" target=""_blank"">Ebenbild projizieren</a>",Hexe 7,Illusion,Schattenzauber,,Wie Projiziertes Ebenbild; das Ebenbild folgt aber deinem Vertrauten.,,,,,7,,,,,,,,,,,,,Ausbauregeln VI: Klassen,175
12253,"<a href=""http://prd.5footstep.de/Permalink?page_id=12253"" target=""_blank"">Empfindlichkeit gegen Hexerei</a>","Hexe 1,Schamane 1",Nekromantie,,Fluch,Setze eine Hexerei gegen ein bestimmtes Ziel erneut ein.,,,,,1,,,,,,,,,,,1,,Ausbauregeln VI: Klassen,175
12254,"<a href=""http://prd.5footstep.de/Permalink?page_id=12254"" target=""_blank"">Erhöhte Aufmerksamkeit</a>","Waldläufer 1,Barde 1,Hexenmeister/Magier 1,Inquisitor 1,Schamane 1,Druide 1,Jäger 1,Alchemist 1",Erkenntnis,,,Deine Erinnerungsfähigkeit und Informationsverarbeitungsgabe werden verbessert.,1,,1,1,,1,1,,1,,,,,1,,1,1,Ausbauregeln VI: Klassen,175
12255,"<a href=""http://prd.5footstep.de/Permalink?page_id=12255"" target=""_blank"">Erhöhte Reflexe</a>",Barde 2,Verwandlung,,,Jeder Verbündete im Wirkungsbereich erhält einen Bonus von +10 auf einen Reflexwurf.,,,2,,,,,,,,,,,,,,,Ausbauregeln VI: Klassen,175
12256,"<a href=""http://prd.5footstep.de/Permalink?page_id=12256"" target=""_blank"">Erzfeindverständnis</a>","Waldläufer 2,Jäger 2",Erkenntnis,,,Verleiht anderen einen Bonus gegen deine Erzfeinde.,,,,,,,,,,,,,,2,,,2,Ausbauregeln VI: Klassen,176
12257,"<a href=""http://prd.5footstep.de/Permalink?page_id=12257"" target=""_blank"">Euphorische Wolke</a>","Jäger 2,Hexe 2,Druide 2,Kampfmagus 2,Hexenmeister/Magier 2",Beschwörung,Erschaffung,Gift,&lt;sup&gt;M&lt;/sup&gt;Nebel stört die Sicht und fasziniert lebende Kreaturen.,,,,2,2,2,,2,2,,,,,,,,2,Ausbauregeln VI: Klassen,176
12258,"<a href=""http://prd.5footstep.de/Permalink?page_id=12258"" target=""_blank"">Extreme Beweglichkeit</a>","Blutwüter 2,Hexe 2,Alchemist 2,Kampfmagus 2,Hexenmeister/Magier 2",Verwandlung,,,"Erhalte einen Bonus auf RK, Würfe für Entfesselungskunst und Ringkampf.",2,,,,2,2,,2,2,,,,,,2,,,Ausbauregeln VI: Klassen,176
12259,"<a href=""http://prd.5footstep.de/Permalink?page_id=12259"" target=""_blank"">Fähiger Verstand</a>","Barde 2,Hexe 2,Alchemist 2",Verzauberung,Zwang,Geistesbeeinflussung,Würfle bei Einsatz bestimmter mentaler Fertigkeiten zwei Mal und behalte das höhere Ergebnis.,2,,2,,2,,,,,,,,,,,,,Ausbauregeln VI: Klassen,177
12260,"<a href=""http://prd.5footstep.de/Permalink?page_id=12260"" target=""_blank"">Feenkreiszuflucht</a>","Hexe 7,Druide 7,Schamane 7",Beschwörung,Erschaffung,,Fliegenpilzkreis führt zu einer extradimensionalen Lichtung.,,,,7,7,,,,,,,,,,,7,,Ausbauregeln VI: Klassen,177
12261,"<a href=""http://prd.5footstep.de/Permalink?page_id=12261"" target=""_blank"">Flammenkugel, Mächtige</a>","Jäger 4,Druide 4,Kampfmagus 4,Hexenmeister/Magier 4,Blutwüter 4",Hervorrufung,,Feuer,Rollende Feuerkugel verursacht 6W6 Feuerschaden und setzt Ziele in Brand.,,,,4,,4,,4,4,,,,,,4,,4,Ausbauregeln VI: Klassen,178
12262,"<a href=""http://prd.5footstep.de/Permalink?page_id=12262"" target=""_blank"">Flexible Verkleidung</a>","Antipaladin 3,Barde 3,Hexenmeister/Magier 3,Hexe 3,Inquisitor 3,Alchemist 3",Illusion,Fehlgefühl,,Wie Selbstverkleidung; du kannst die Verkleidung aber als Schnelle Aktion verändern.,3,3,3,,3,3,3,,3,,,,,,,,,Ausbauregeln VI: Klassen,178
12263,"<a href=""http://prd.5footstep.de/Permalink?page_id=12263"" target=""_blank"">Flexible Verwandlung</a>","Kampfmagus 4,Barde 4,Hexenmeister/Magier 4,Hexe 4,Schamane 4,Paktmagier 4,Alchemist 4",Verwandlung,Gestaltwechsel,,Wie Gestalt verändern; du kannst deine Gestalt aber als Schnelle Aktion verändern,4,,4,,4,4,,4,4,,,4,,,,4,,Ausbauregeln VI: Klassen,178
12264,"<a href=""http://prd.5footstep.de/Permalink?page_id=12264"" target=""_blank"">Flexibler Kampfrausch</a>",Barde 3,Verwandlung,,,Tausche eine Kampfrauschkraft gegen eine andere aus.,,,3,,,,,,,,,,,,,,,Ausbauregeln VI: Klassen,178
